,cmc,color,name,type,star_score,board_ratio
1130,1,U,TBLD Mana Severance,Sorcery,0,1.0
18,1,G,TBLD Woopip Scrounger,Creature - Fungus ,0,1.0
19,2,G,TBLD Snapjaw Polyp,Creature - Fungus ,0,
1128,2,U,TBLD Wash Ashore,Sorcery,0,1.0
1142,2,U,TBLD Merrow Wayfinder,Creature - Merfolk Scout ,0,1.0
1143,2,MUB,TBLD Ramari Hunt Captain,Creature - Merfolk Scout ,0,
1144,2,MUB,TBLD Roughscale Poacher,Creature - Merfolk Warrior ,0,
1145,1,B,TBLD Ramari Thug,Creature - Merfolk Warrior ,0,
1162,6,B,TBLD Havoc Demon,Creature - Demon ,0,
1161,2,B,TBLD Pernicious One,Creature - Demon ,0,
12,2,W,TBLD Sun-Blessed Veteran,Creature - Human Soldier ,0,
13,4,MWU,TBLD Ascended Lawmage,Creature - Vedalken Wizard ,0,0.0
1160,3,W,TBLD Priest of Ancient Lore,Creature - Dwarf Cleric ,0,
1159,6,B,TBLD Archdemon of Murmers,Creature - Demon ,0,
1158,5,B,TBLD Bloodgift Demon,Creature - Demon ,0,
1157,3,MBR,TBLD Rafter Demon,Creature - Demon ,0,
20,1,B,TBLD Carrion Feeder,Creature - Zombie ,0,1.0
1156,7,B,TBLD Greater Pit Fiend,Creature - Demon ,0,
1154,2,R,TBLD Boisterous Cohort,Creature - Goblin Warrior ,0,
1153,1,R,TBLD Skirk Prospector,Creature - Goblin Soldier ,0,
1152,2,MRG,TBLD Zhur-Taa Goblin,Creature - Goblin Berserker ,0,1.0
1151,2,R,TBLD Skew,Flash Sorcery,0,1.0
1150,4,B,TBLD Turf Killing,Flash Sorcery,0,
1149,2,U,TBLD Braingeyser,Sorcery,0,1.0
1148,2,G,TBLD Feed the Clan,Flash Sorcery,0,
1147,1,G,TBLD Fortifying Draught,Flash Sorcery,0,
1155,2,R,TBLD Greenskin Charger,Creature - Goblin Warrior ,0,
1126,1,U,TBLD Peek,Flash Sorcery,0,1.0
1125,6,U,TBLD Ancestral Whispers,Sorcery,0,
1124,4,W,TBLD Unblinking Occulo,Enchantment Creature - Elemental ,0,
1098,1,U,TBLD Shriekgeist,Creature - Spirit ,0,
1097,3,U,TBLD Stormbound Geist,Creature - Spirit ,0,1.0
1096,6,W,TBLD Hour of Reckoning,Sorcery,0,
1095,1,U,TBLD Unsummon,Flash Sorcery,0,
1094,1,U,TBLD Hard Evidence,Sorcery,0,1.0
1093,1,U,TBLD Void Snare,Sorcery,0,0.0
1091,2,HWU,TBLD Premonition,Flash Sorcery,0,0.6363636363636364
1090,5,U,TBLD Precognitive Perception,Flash Sorcery,0,
1099,2,G,TBLD Wall of Blossoms,Creature - Plant Wall ,0,
1089,1,U,TBLD Illusion of Choice,Flash Sorcery,0,
1087,6,MGW,TBLD Collective Blessing,Enchantment,0,
1085,3,U,TBLD Memory Erosion,Enchantment,0,
1084,7,U,TBLD Exciting Opportunity,Flash Sorcery,0,
1083,4,U,TBLD Hieroglyphic Illumination,Flash Sorcery,0,
1082,3,U,TBLD Capsize,Flash Sorcery,0,
1080,7,B,TBLD Eldritch Knowledge,Flash Sorcery,0,1.0
1079,4,W,TBLD Sphere of Order,Enchantment,0,0.0
1078,6,U,TBLD Cast Through Time,Enchantment,0,
1088,1,U,TBLD Opt,Flash Sorcery,0,1.0
1163,4,MRWB,TBLD Butcher of the Horde,Creature - Demon ,0,
1100,6,U,TBLD Tall Tales,Flash Sorcery,0,
1104,2,U,TBLD Palace Familiar,Flash Creature - Bird ,0,
1123,4,G,TBLD Eidolon of Blossoms,Enchantment Creature - Spirit ,0,0.5
1122,1,HUR,TBLD Wistful Eidolon,Enchantment Creature - Spirit ,0,1.0
1121,5,U,TBLD Mulldrifter,Enchantment Creature - Elemental ,0,0.8518518518518519
1120,4,U,TBLD Weave Fate,Flash Sorcery,0,
1119,3,U,TBLD Sailor of Means,Creature - Human Rogue ,0,
1118,3,U,TBLD Forbidden Alchemy,Flash Sorcery,0,
954,2,B,TBLD Online Tutor,Sorcery,0,
1114,3,MBR,TBLD Blightning,Sorcery,0,
1102,2,U,TBLD Cyclonic Rift,Flash Sorcery,0,0.3333333333333333
21,1,B,TBLD Stitchers Lackey,Creature - Homunculus ,0,
1113,2,R,TBLD Multicast,Sorcery,0,1.0
1112,2,U,TBLD Nyxborn Triton,Enchantment Creature - Merfolk ,0,
1111,4,U,TBLD River Mimeole,Flash Enchantment Creature - Elemental ,0,0.7777777777777778
1110,6,U,TBLD Squall Nimbulus,Flash Enchantment Creature - Elemental ,0,1.0
1109,6,G,TBLD Nyleas Colossus,Enchantment Creature - Giant ,0,0.6666666666666666
1108,7,U,TBLD Timedrifter,Flash Enchantment Creature - Elemental ,0,
1106,4,U,TBLD Slipwhorl,Enchantment Creature - Elemental ,0,0.625
1105,2,U,TBLD Strategic Planning,Sorcery,0,
22,2,B,TBLD Blood Scrivener,Creature - Zombie Wizard ,0,1.0
1164,3,R,TBLD Mardu Heart-Piercer,Creature - Human Warrior ,0,
1165,4,W,TBLD Ojutai Exemplars,Creature - Human Monk ,0,
1166,4,B,TBLD Vainglorious Redeemer,Creature - Angel Cleric ,0,
1227,2,HWU,TBLD Court Guildmage,Creature - Human Wizard ,0,
1226,2,HUR,TBLD Laboratory Guildmage,Creature - Goblin Wizard ,0,
1225,2,HRG,TBLD Turf Guildmage,Creature - Human Shaman ,0,
1224,2,HGW,TBLD Sanctuary Guildmage,Creature - Elf Shaman ,0,0.0
1223,3,MGW,TBLD Seed Mystic,Creature - Elf Shaman ,0,1.0
1222,7,U,TBLD Alrunds Epiphany,Sorcery,0,1.0
1221,6,MUR,TBLD Thoughtflare,Flash Sorcery,0,
5,2,B,TBLD Look Upon the Dark,Flash Sorcery,0,1.0
1228,2,HGU,TBLD Splicer Guildmage,Creature - Human Wizard ,0,
1219,4,W,TBLD Cosmic Intervention,Flash Sorcery,0,
1217,2,U,TBLD Domineer,Enchantment - Aura ,0,
1216,4,R,TBLD Experimental Frenzy,Enchantment,0,0.0
1215,6,MUR,TBLD Thousand-Year Storm,Enchantment,0,
1214,2,MUR,TBLD Fireminds Research,Enchantment,0,1.0
1213,3,W,TBLD Solitary Confinement,Enchantment,0,1.0
1212,4,MGW,TBLD Glare of Subdual,Enchantment,0,
1211,1,B,TBLD Illness in the Ranks,Enchantment,0,
1210,1,B,TBLD Shrieking Affliction,Enchantment,0,
1218,4,G,TBLD Explosive Vegetation,Flash Sorcery,0,
1209,2,G,TBLD Sylvan Scrying,Flash Sorcery,0,
1229,2,HWB,TBLD Basilica Guildmage,Creature - Human Cleric ,0,1.0
1231,2,HBG,TBLD Undercity Guildmage,Creature - Elf Shaman ,0,
1250,3,MBG,TBLD Dreg Mangler,Creature - Plant Zombie ,0,
1249,3,MBG,TBLD Ochran Assassin,Creature - Elf Rogue ,0,
1248,2,HBG,TBLD Pitiless Gorgon,Creature - Gorgon  ,0,
1247,2,MBR,TBLD Spike Jester,Creature - Goblin Warrior ,0,
1245,2,MRG,TBLD Ghor-Clan Gatecrasher,Creature - Minotaur Berserker ,0,1.0
1,0,MWUBRG,TBLD Power Plant,Land,0,
1244,1,G,TBLD Rhudai Pathfinder,Creature - Goat Scout ,0,
1243,4,MRG,TBLD Ghor-Clan Rampager,Creature - Beast ,0,1.0
1230,2,HRW,TBLD Garrison Guildmage,Creature - Human Wizard ,0,
1242,3,MUR,TBLD Nivix Cyclops,Creature - Giant ,0,1.0
1240,3,MUR,TBLD Gelectrode,Flash Creature - Elemental ,0,
1239,3,MRG,TBLD Rubblebelt Rioters,Creature - Human Berserker ,0,
1238,3,MRG,TBLD Rubblebelt Runner,Creature - Lizard Warrior ,0,1.0
1236,5,G,TBLD Wavelength Synchronizer,Creature - Elemental Cleric ,0,
4,4,W,TBLD Battle Screech,Sorcery,0,
1234,2,MRG,TBLD Scab-Clan Mauler,Creature - Human Berserker ,0,1.0
1233,2,HUB,TBLD Shadow Guildmage,Creature - Human Wizard ,0,
1232,2,HBR,TBLD Carnarium Guildmage,Creature - Human Wizard ,0,
1241,5,MUR,TBLD Hypersonic Dragon,Creature - Dragon ,0,
28,3,B,TBLD Sightless Ghoul,Creature - Zombie Soldier ,0,1.0
1208,1,W,TBLD Pressure Point,Flash Sorcery,0,0.0
1206,2,G,TBLD Setessan Oathsworn,Creature - Satyr Soldier ,0,
1184,8,C,TBLD Ulamogs Crusher,Creature - Eldrazi ,0,1.0
1183,10,C,TBLD Desolation Twin,Creature - Eldrazi ,0,
1182,3,R,TBLD Hordeling Outburst,Sorcery,0,
1181,9,B,TBLD Infernal Feast,Sorcery,0,
1180,6,C,TBLD Skittering Invasion,Sorcery,0,
1179,2,R,TBLD Furnace Fodder,Sorcery,0,
1178,2,R,TBLD Krenkos Command,Sorcery,0,
10,2,G,TBLD Vastwood Awakening,Flash Sorcery,0,1.0
1185,6,C,TBLD Deathless Behemoth,Creature - Eldrazi ,0,
1176,3,B,TBLD Marching Returned,Sorcery,0,1.0
1174,1,B,TBLD Rabid Frenzy,Sorcery,0,
1173,2,U,TBLD Muddle the Mixture,Flash Sorcery,0,
1172,3,U,TBLD Grasp of the Undercity,Sorcery,0,
1171,4,U,TBLD Wheeling Whispers,Sorcery,0,
1170,5,U,TBLD Dregwater Tempest,Flash Sorcery,0,
1169,6,U,TBLD Stolen Time,Sorcery,0,1.0
1168,1,G,TBLD Gelatinous Genesis,Sorcery,0,
11,1,W,TBLD Marisis Lookout,Creature - Cat Scout ,0,1.0
1175,4,W,TBLD Retether,Sorcery,0,
1207,2,G,TBLD Satyr Wayfinder,Creature - Satyr Scout ,0,
9,4,U,TBLD Endless Possibilities,Sorcery,0,
1187,5,C,TBLD Emrakuls Birther,Creature - Eldrazi ,0,1.0
1205,3,G,TBLD Cultivate,Sorcery,0,
1203,3,U,TBLD Flux Channeler,Creature - Human Wizard ,0,
6,5,R,TBLD Pyrotechnics,Flash Sorcery,0,
1202,4,U,TBLD Mass Manipulation,Sorcery,0,
1201,3,U,TBLD Quasiduplicate,Sorcery,0,
1200,3,MUR,TBLD Stitch in Time,Flash Sorcery,0,
1199,2,MUR,TBLD Teleportal,Sorcery,0,
1198,2,G,TBLD Explore,Sorcery,0,
1186,9,C,TBLD Hound of Ulamog,Creature - Eldrazi ,0,0.6666666666666666
1197,2,G,TBLD Urban Planning,Sorcery,0,1.0
7,7,W,TBLD Profound Journey,Sorcery,0,
1195,3,R,TBLD Hijack,Sorcery,0,
1194,1,R,TBLD Pyrodominate,Flash Sorcery,0,0.21052631578947367
1193,5,R,TBLD Combust,Flash Sorcery,0,0.0
1192,4,R,TBLD Mindless Bloodlust,Sorcery,0,0.0
1191,4,C,TBLD Titanfall,Sorcery,0,1.0
1190,10,C,TBLD Ulamog the Insatiable,Legendary Creature - Eldrazi ,0,1.0
8,8,B,TBLD Dead Drop,Sorcery,0,
1196,2,R,TBLD Arson,Sorcery,0,0.0
30,1,B,TBLD Festering Goblin,Creature - Zombie Goblin ,0,
1115,4,MBR,TBLD Stickup,Sorcery,0,0.0
187,3,W,TBLD Mausoleum Guard,Creature - Human Scout ,0,
47,5,B,TBLD Priest of the Blood Rite,Creature - Human Cleric ,0,
1003,2,B,TBLD Whisper Blood Liturgist,Legendary Creature - Human Cleric ,0,
46,2,B,TBLD Skirsdag High Priest,Creature - Human Cleric ,0,
1040,4,U,TBLD Scatter Arc,Flash Sorcery,0,
1002,3,W,TBLD Nearheath Chaplain,Creature - Human Cleric ,0,
1000,2,HWU,TBLD Koheino Chronicler,Creature - Human Shaman ,0,1.0
56,2,B,TBLD Darkened Learner,Creature - Elemental Horror ,0,
999,2,W,TBLD Gym Leader,Creature - Human ,0,1.0
998,6,W,TBLD Sunset Herald,Flash Creature - Dragon ,0,1.0
997,4,MBG,TBLD Queen of the Hive,Creature - Insect ,0,1.0
1041,2,B,TBLD Banish to the Shadows,Flash Sorcery,0,0.0
995,5,MUB,TBLD Ghastly Spirit,Creature - Spirit ,0,
58,9,MBG,TBLD Mortiloth,Creature - Elemental ,0,1.0
993,4,G,TBLD Mighty Beetle,Creature - Insect ,0,
1042,2,U,TBLD Logic Knot,Flash Sorcery,0,
992,2,B,TBLD Patient Cocoon,Creature - Insect ,0,
1043,2,U,TBLD Spellstutter Sprite,Flash Creature - Faerie Wizard ,0,
1044,4,U,TBLD Sower of Temptation,Creature - Faerie Wizard ,0,1.0
991,2,W,TBLD Brighteyed Trainer,Creature - Human ,0,
990,2,W,TBLD Academy Nuisance,Creature - Harpy ,0,0.5
59,7,B,TBLD Sibsig Muckdraggers,Creature - Zombie ,0,
988,3,W,TBLD Labast Empire Baron,Creature - Human Noble ,0,1.0
1046,3,B,TBLD Thieving Sprite,Creature - Faerie Rogue ,0,0.0
986,1,B,TBLD Gutterbones,Creature - Zombie Warrior ,0,1.0
44,4,G,TBLD Rushwood Ancient,Creature - Treefolk ,0,
1025,5,U,TBLD Confirm Suspicions,Flash Sorcery,0,
985,1,B,TBLD Daggerdrome Imp,Creature - Devil ,0,1.0
48,2,MBG,TBLD Glowspore Shaman,Creature - Elf Shaman ,0,
49,4,MBG,TBLD Corpsejack Menace,Creature - Fungus ,0,
55,2,U,TBLD Brine Kelpie,Creature - Elemental ,0,1.0
1038,2,U,TBLD Disdainful Stroke,Flash Sorcery,0,1.0
1076,1,G,TBLD District Explorers,Creature - Cat Scout ,0,1.0
1023,3,U,TBLD Admirals Order,Flash Sorcery,0,1.0
1022,3,U,TBLD Exclude,Flash Sorcery,0,1.0
1021,3,U,TBLD Disconnect,Flash Sorcery,0,
1020,3,U,TBLD Disallow,Flash Sorcery,0,
1019,6,MRW,TBLD Annihilator Pulse,Flash Sorcery,0,
1018,6,MRG,TBLD Crashing Mammoths,Flash Sorcery,0,0.0
54,2,U,TBLD Arizoa Tender,Creature - Human ,0,
53,7,U,TBLD Prodigious Hellcrab,Creature - Crab ,0,
1016,6,MGU,TBLD Cytoplastic Splice,Flash Sorcery,0,
1015,6,MGW,TBLD Eternal Light,Flash Sorcery,0,
52,3,HBG,TBLD Slathering Grave-Troll,Creature - Zombie Troll ,0,1.0
1014,6,MBR,TBLD Fatal Surge,Flash Sorcery,0,
43,3,G,TBLD Deadwood Stomper,Creature - Zombie Treefolk ,0,1.0
1030,4,MUR,TBLD Steam Augury,Flash Sorcery,0,
1011,6,MBG,TBLD Spider Hatching,Flash Sorcery,0,
1010,6,MWB,TBLD Tyrants Reckoning,Flash Sorcery,0,
1031,3,MUR,TBLD Ionize,Flash Sorcery,0,1.0
51,2,MBG,TBLD Woodwraith Strangler,Creature - Plant Zombie ,0,
1009,6,C,TBLD Doomsday Automaton,Artifact Creature - Construct ,0,
1008,2,C,TBLD Scrappy Myr,Artifact Creature - Myr ,0,0.875
1007,1,C,TBLD Myr Sire,Artifact Creature - Phyrexian Myr ,0,
1006,1,C,TBLD Cogwork Explorer,Artifact Creature - Construct Scout ,0,
1005,4,C,TBLD Phyrexian Hulk,Artifact Creature - Golem ,0,1.0
50,4,MBG,TBLD Rot Farm Skeleton,Creature - Plant Zombie ,0,
1035,2,U,TBLD Quell,Flash Sorcery,0,0.42857142857142855
1036,3,U,TBLD Thought Collapse,Flash Sorcery,0,
1037,2,U,TBLD Deprive,Flash Sorcery,0,
1012,6,MUR,TBLD Negumas Creativity,Flash Sorcery,0,
42,4,B,TBLD Falkenrath Noble,Flash Creature - Vampire Noble ,0,1.0
60,3,W,TBLD Azorius Justiciar,Creature - Human Wizard ,0,
40,1,MGU,TBLD Memorys Journey,Flash Sorcery,0,1.0
41,2,HWB,TBLD Markov Socialite,Creature - Vampire Noble ,0,
1063,7,U,TBLD Abyssal Leviathan,Creature - Leviathan ,0,0.0
970,2,R,TBLD Kwitz the Red Rector,Legendary Creature - Human Cleric ,0,0.0
1064,2,U,TBLD Battlefield Thaumaturge,Creature - Human Wizard ,0,
1065,2,U,TBLD Wide-Eyed Drifter,Creature - Homunculus ,0,1.0
969,4,R,TBLD Chandra Hotshot Pyromancer,Legendary Creature - Human Wizard ,0,
1066,2,MUR,TBLD Stormchaser Mage,Creature - Human Wizard ,0,1.0
968,2,R,TBLD Tibalt Sadistic Reprobate,Legendary Creature - Devil Wizard ,0,0.42857142857142855
967,4,W,TBLD Gideon Defender of Justice,Legendary Creature - Human Soldier ,0,
1067,3,MUR,TBLD Spellheart Chimera,Creature - Chimera ,0,0.0
1068,3,W,TBLD Fabled Hero,Creature - Human Soldier ,0,1.0
1069,2,W,TBLD Vanguard of Brimaz,Creature - Cat Soldier ,0,
1061,1,R,TBLD Impulsive Action,Flash Sorcery,0,1.0
1070,3,W,TBLD Tethmos High Priest,Creature - Cat Cleric ,0,
34,3,B,TBLD Grim Revenant,Creature - Spirit ,0,1.0
963,3,U,TBLD Trinket Mage,Creature - Human Wizard ,0,1.0
65,3,W,TBLD Unbreakable Formation,Flash Sorcery,0,
1072,3,B,TBLD Agent of the Fates,Creature - Human Rogue ,0,
1073,4,W,TBLD Makindi Chieftain,Creature - Minotaur Warrior ,0,
961,5,U,TBLD Rashida the Discerning,Legendary Creature - Sphinx ,0,1.0
960,5,G,TBLD Gobe The Slug Mossbrow,Legendary Creature - Troll ,0,1.0
1074,4,B,TBLD Caustic Crawler,Creature - Insect ,0,
1075,1,W,TBLD Dustpaw Trader,Creature - Cat Rogue ,0,1.0
31,2,B,TBLD Discordant Piper,Creature - Zombie Satyr ,0,1.0
957,3,W,TBLD Ledev Guardian,Creature - Elf Knight ,0,
66,1,B,TBLD Shared Nightmare,Sorcery,0,1.0
965,3,B,TBLD Kirishiki of the Gloom,Legendary Creature - Vampire Ninja ,0,
1060,2,U,TBLD Flummox,Flash Sorcery,0,1.0
1062,1,U,TBLD Nix,Flash Sorcery,0,
1027,1,U,TBLD Spell Blast,Flash Sorcery,0,
38,2,G,TBLD Sporecrown Thallid,Creature - Fungus ,0,1.0
1053,1,U,TBLD Disconcert,Flash Sorcery,0,0.0
62,6,G,TBLD Honored Hydra,Creature - Snake Hydra ,0,1.0
980,2,MGW,TBLD Emmara Advocate for Peace,Legendary Creature - Elf Cleric ,0,
971,4,W,TBLD Sifara Sunborn,Legendary Creature - Elf ,0,
979,4,MGW,TBLD Trostani Voice of Selesnya,Legendary Creature - Nymph ,0,0.0
37,2,B,TBLD Bloodthrone Vampire,Creature - Vampire Noble ,0,
978,3,R,TBLD Jannia Irontide,Legendary Creature - Human Warrior ,0,
63,3,R,TBLD Bloodshot Desperada,Creature - Vampire Rogue ,0,
976,3,W,TBLD Thalia Selfless Cathar,Legendary Creature - Human Soldier ,0,1.0
981,4,MBR,TBLD Rakdos Patron of Carnage,Legendary Creature - Demon ,0,
1051,2,U,TBLD End Dispute,Flash Sorcery,0,
982,3,MBR,TBLD Exava Witch of the Stage,Legendary Creature - Human Cleric ,0,
64,1,W,TBLD Unyielding Formation,Sorcery,0,1.0
975,1,U,TBLD Emry Lady of the Loch,Legendary Creature - Merfolk Wizard ,0,1.0
61,3,U,TBLD Arcane Artisan,Creature - Human Wizard ,0,
974,3,G,TBLD Vivien Arkbow Summoner,Legendary Flash Creature - Human Scout ,0,0.5
984,2,W,TBLD Veteran Armorer,Creature - Human Soldier Artificer ,0,
1057,2,U,TBLD Frazzle,Flash Sorcery,0,0.5
1058,2,U,TBLD Essence Scatter,Flash Sorcery,0,0.0
972,4,R,TBLD Koth Unbroken,Legendary Creature - Human Warrior ,0,0.5
39,2,MRW,TBLD Martial Glory,Flash Sorcery,0,
36,2,B,TBLD Eternal Taskmaster,Creature - Zombie ,0,1.0
1055,1,U,TBLD Mindmelt,Flash Sorcery,0,0.6666666666666666
2078,7,MBG,TBLD Jarad Undercity Lich,Legendary Creature - Zombie Elf Wizard ,1,0.6666666666666666
1024,3,U,TBLD Spell Snuff,Flash Sorcery,1,1.0
180,3,MWB,TBLD Mortify,Flash Sorcery,1,1.0
959,2,U,TBLD Jace Prodigious Telepath,Legendary Flash Creature - Human Wizard ,1,0.3333333333333333
267,2,U,TBLD Data Breach,Flash Sorcery,1,0.0
1346,2,U,TBLD Winter Charm,Flash Sorcery - Charm ,1,1.0
1013,6,MWU,TBLD Indoctrinate,Flash Sorcery,1,0.0
1622,7,W,TBLD Grundov Paranoid King,Legendary Creature - Giant Noble ,1,1.0
2072,4,MUR,TBLD Ral Zarek Explosive Intellect,Legendary Creature - Human Wizard ,1,0.0
2073,7,MUR,TBLD Niv-Mizzet Izzet Parun,Legendary Creature - Dragon Wizard ,1,0.0
1325,2,MUG,TBLD Curiosity Charm,Flash Sorcery - Charm ,1,0.16666666666666666
973,6,G,TBLD Garruk Savage Hunter,Legendary Creature - Human Warrior ,1,0.0
1189,12,C,TBLD Kozilek Cosmic Distortion,Legendary Flash Creature - Eldrazi ,1,1.0
1673,5,U,TBLD Shrewd Sphinx,Creature - Sphinx ,1,1.0
196,5,W,TBLD Planar Outburst,Sorcery,1,1.0
2278,4,G,TBLD Crumble Away,Flash Sorcery,1,0.0
29,1,B,TBLD Lilianas Steward,Creature - Zombie Advisor ,1,1.0
1116,5,MBR,TBLD Hack the Planet,Sorcery,1,0.0
1878,1,G,TBLD Miracle Growth,Flash Sorcery,1,0.75
1757,1,C,TBLD Unnatural Predation,Flash Sorcery,1,0.6666666666666666
1426,1,C,TBLD Sentinel Totem,Artifact,1,0.0
321,0,MRW,TBLD Bronze Bell Shrine,Land - Mountain Plains ,1,1.0
1732,5,B,TBLD Power Overwhelming,Sorcery,1,0.5
837,0,MUR,TBLD Sweltering Spill,Land,1,1.0
841,0,MUB,TBLD Waterlogged Tomb,Land - Island Swamp ,1,1.0
1750,2,C,TBLD From the Furnace,Flash Sorcery,1,1.0
1866,1,R,TBLD Strafe,Flash Sorcery,1,0.0
2224,2,B,TBLD Ignoble End,Flash Sorcery,1,0.5
725,0,MUR,TBLD Vivid Ridge,Land - Island Mountain ,1,1.0
1756,4,R,TBLD Volcanic Discharge,Sorcery,1,0.0
109,1,B,TBLD Disfigure,Flash Sorcery,1,1.0
1086,8,B,TBLD Lich Lords Thirst,Enchantment,1,1.0
1028,4,U,TBLD Summary Dismissal,Flash Sorcery,1,0.0
1528,2,U,TBLD Leap Through Time,Sorcery,1,1.0
1117,3,MWU,TBLD Brightening,Sorcery,1,0.5
2234,4,U,TBLD Lost in Admiration,Sorcery,1,1.0
1029,2,MUR,TBLD Antimagic Flux,Flash Sorcery,1,0.0
1048,1,U,TBLD Psychobstruct,Flash Sorcery,1,0.0
1915,2,G,TBLD Bestial Rancor,Enchantment - Aura ,1,1.0
1721,1,U,TBLD Stifle,Flash Sorcery,1,0.2857142857142857
2169,3,B,TBLD Leech Seed,Flash Enchantment - Aura Curse ,1,0.0
2144,2,W,TBLD The Birth of Meletis,Enchantment - Saga ,2,1.0
1977,3,B,TBLD Mischief Steward,Creature - Rat Warrior ,2,0.6666666666666666
340,0,MUB,TBLD Dreamy Fen,Land,2,1.0
341,0,MRG,TBLD Embernut Orchard,Land - Mountain Forest ,2,1.0
1725,1,U,TBLD Stubborn Specter,Creature - Spirit ,2,0.6666666666666666
1672,1,W,TBLD Syndic of Tithes,Creature - Human Cleric ,2,0.0
1324,3,MUBR,TBLD Conspiracy Charm,Flash Sorcery - Charm ,2,0.4
433,0,MWU,TBLD Sparkling Bay,Land - Plains Island ,2,1.0
57,4,MBG,TBLD Sisters of Stone Death,Creature - Gorgon ,2,1.0
1314,5,MGW,TBLD Timberprong,Enchantment Creature - Elemental ,2,0.6
1398,4,B,TBLD Moonglove Winnower,Creature - Elf Rogue ,2,1.0
1755,4,W,TBLD Settle the Wreckage,Flash Sorcery,2,1.0
135,1,W,TBLD Giant Killer,Creature - Human Peasant // Flash Sorcery - Adventure ,2,1.0
216,2,W,TBLD Seeker of the Way,Creature - Human Warrior ,2,1.0
611,0,MBGU,TBLD Opulent Palace,Land,2,1.0
1405,2,B,TBLD Gruesome Supper,Sorcery,2,0.0
1859,3,R,TBLD Radioactive Decay,Sorcery,2,0.5
2017,3,U,TBLD Riddlespeaker,Creature - Sphinx ,2,0.0
2006,2,G,TBLD Staunch Naturalist,Creature - Bird Bear Warrior ,2,0.32
1855,1,W,TBLD Forum Moderator,Creature - Human Advisor ,2,0.631578947368421
1001,4,HWU,TBLD Azors Elocutors,Creature - Human Advisor ,2,1.0
1056,2,U,TBLD Memory Lapse,Flash Sorcery,2,1.0
1768,1,G,TBLD Hunger of the Howlpack,Flash Sorcery,2,1.0
198,7,W,TBLD Cleansing Dawn,Sorcery,2,1.0
1103,1,U,TBLD Stern Dismissal,Flash Sorcery,2,0.3888888888888889
1943,3,B,TBLD Darkzone Courier,Creature - Human Scout ,2,1.0
32,1,B,TBLD Cabal Therapist,Creature - Horror ,2,0.3333333333333333
1797,4,U,TBLD Beholder of Arcane Lore,Creature - Homunculus ,2,1.0
1906,1,C,TBLD Goldvein Pick,Artifact - Equipment ,2,1.0
1246,3,G,TBLD Barkmarrow Ghoul,Creature - Zombie Plant ,2,0.42857142857142855
1349,2,G,TBLD Spring Charm,Flash Sorcery - Charm ,2,0.5
958,4,MUB,TBLD Oona Mother of all Fae,Legendary Flash Creature - Faerie Wizard ,2,0.0
111,3,MUB,TBLD Recoil,Flash Sorcery,2,0.2
151,6,MWU,TBLD Warrant_Warden,Flash Sorcery // Sorcery,2,1.0
1914,1,W,TBLD Perish Song,Enchantment,2,0.7
1367,1,B,TBLD Dead Weight,Enchantment - Aura ,2,1.0
185,7,B,TBLD Cruel Reality,Enchantment - Aura Curse ,2,0.0
1361,3,B,TBLD Withering Wail,Sorcery,2,0.3333333333333333
1534,2,W,TBLD Justicars Sentence,Enchantment,2,0.3333333333333333
200,0,C,TBLD The Iron Throne,Legendary Land,2,1.0
964,3,B,TBLD Davriel Cane Diabolist,Legendary Creature - Human Wizard ,2,0.7272727272727273
1411,3,W,TBLD Last of Us,Sorcery,2,0.3
148,5,MRG,TBLD Rabblerouse_Rubbleraise,Sorcery // Sorcery,2,0.3333333333333333
712,0,MRG,TBLD Heartland Thicket,Land - Mountain Forest ,2,1.0
167,2,G,TBLD Return to Nature,Flash Sorcery,2,0.0
891,1,B,TBLD Unpiphany,Sorcery,2,0.0
2257,0,B,TBLD Shallow Graves,Land,2,1.0
1331,2,MUR,TBLD Ingenuity Charm,Flash Sorcery - Charm ,2,1.0
1451,3,C,TBLD Pristine Talisman,Artifact,2,1.0
168,2,G,TBLD Wilt,Flash Sorcery,2,0.5294117647058824
1684,1,B,TBLD Ereboss Intervention,Flash Sorcery,2,1.0
322,0,C,TBLD Conductor Array,Land - Station ,2,1.0
1270,3,U,TBLD Thirst for Knowledge,Flash Sorcery,2,0.0
1377,1,B,TBLD Flense,Sorcery,2,0.16666666666666666
1033,3,U,TBLD Bridle the Insolent,Flash Sorcery,2,0.0
924,3,B,TBLD Vampire Nighthawk,Creature - Vampire Shaman ,3,0.6451612903225806
1646,1,R,TBLD Nibbling Whelp,Creature - Dinosaur ,3,1.0
826,0,MUG,TBLD Tropic Channel,Land,3,1.0
1842,3,MWB,TBLD Unraveling Mummy,Creature - Zombie ,3,0.0
2155,5,U,TBLD Rooftop Storm,Enchantment,3,1.0
966,6,B,TBLD Liliana Master of the Veil,Legendary Creature - Human Wizard ,3,0.0
1457,4,C,TBLD Artisans Fountain,Artifact,3,1.0
223,5,W,TBLD Sunblade Angel,Flash Creature - Angel ,3,1.0
721,0,MBG,TBLD Withering Woods,Land,3,1.0
2168,3,U,TBLD Fresh Water,Enchantment,3,1.0
2201,2,U,TBLD Deft Disruption,Flash Sorcery,3,1.0
1919,1,G,TBLD Autumnal Veil,Flash Sorcery,3,0.0
2008,4,U,TBLD Forgotten Creation,Creature - Zombie Horror ,3,1.0
1650,1,U,TBLD Claim Jumper,Creature - Human Scout ,3,1.0
